Descriptor ID, Fitness, R2_Train, R2Pred_Validation, R2Pred_Test
[43- 85- 181- 258- 270- 287],0.003116322,0.999847891,0.789295229,0.734422342
[18- 53- 63- 82- 87- 90- 142- 144- 235],4.701270244,0.999965276,0.758500699,0.729215199
[101- 120- 129- 142- 301- 304],0.010628029,0.999895271,0.609913125,0.721923113
[85- 123- 143- 160- 238- 329- 370],0.018921793,0.999970285,0.647535172,0.721055728
[15- 95- 143- 264],0.00311009,0.999978316,0.652057427,0.715884147
[152- 246- 274- 317- 333- 352- 358],0.022943171,0.999994565,0.611741777,0.715853558
[152- 246- 274- 317- 333- 352- 358],0.023772739,0.999991847,0.604798555,0.712532034
[4- 20- 38- 253],0.002499293,0.998976405,0.694203122,0.709859772
[152- 246- 274- 317- 333- 352- 358],0.023319332,0.999994565,0.608571682,0.709012721
[22- 32- 35- 113- 354- 374],0.003091823,0.999991188,0.789339054,0.704598001
[20- 21- 32- 57- 142- 267- 290],0.016986181,0.999911426,0.666364472,0.704519114
[91- 153- 216- 261- 345- 362],0.010283979,0.999894359,0.616293457,0.704469329
[55- 130- 227- 333],0.00149344,0.999959937,0.759042514,0.703992329
[152- 246- 274- 317- 333- 352- 358],0.022685552,0.999994565,0.613927886,0.702136323
[152- 246- 274- 317- 333- 352- 358],0.021811775,0.999991847,0.62145078,0.700075538
[8- 79- 149- 184- 198- 211- 222],0.004988442,0.999905968,0.819436689,0.695788658
[152- 246- 274- 317- 333- 352- 358],0.024299815,0.999994565,0.600426829,0.694920553
[6- 149- 162- 186- 219],0.004680684,0.999771109,0.658192187,0.689789456
[152- 246- 274- 317- 333- 352- 358],0.019836284,0.999994565,0.638987952,0.688620169
[22- 196- 211- 306],0.003942365,0.999793302,0.60936832,0.688362062
[55- 90- 240- 247- 258- 261- 277- 369],0.039741773,0.999978503,0.733479828,0.688088671
[53- 55- 162- 199- 251- 295],0.002564619,0.999929803,0.80848085,0.687162858
[152- 246- 274- 317- 333- 352- 358],0.021351093,0.999994565,0.625456014,0.685119331
[32- 179- 257- 280- 388],0.004314389,0.999946839,0.670873032,0.684827426
[152- 246- 274- 317- 333- 352- 358],0.016081179,0.999991847,0.674966776,0.684374818
[152- 246- 274- 317- 333- 352- 358],0.023998523,0.999991847,0.602926059,0.683549462
[114- 144- 254- 298],0.003626381,0.999798651,0.625368882,0.683231473
[35- 55- 149- 306- 335],0.004830438,0.999922229,0.651870016,0.682935419
[152- 246- 274- 317- 333- 352- 358],0.019448719,0.999994565,0.642532387,0.682057542
[152- 246- 274- 317- 333- 352- 358],0.022465579,0.999991847,0.615818559,0.68198491
[152- 246- 274- 317- 333- 352- 358],0.023517908,0.999994565,0.606908487,0.680730001
[66- 193- 253- 281- 366- 372],0.001567268,0.999985764,0.850058666,0.678763133
[152- 246- 274- 317- 333- 352- 358],0.024208489,0.999991847,0.601192634,0.676637126
[22- 154- 226- 285- 303- 306],0.010387291,0.999950862,0.614056765,0.676192188
[15- 77- 88- 120- 152- 177- 202- 246- 250],11.63952256,0.999996439,0.619769854,0.675870621
[8- 58- 81- 102- 195- 203- 225- 233],0.068705522,0.999966498,0.649594996,0.675126214
[50- 61- 85- 164- 174],0.00374038,0.999652662,0.695275485,0.674585245
[152- 246- 274- 317- 333- 352- 358],0.023303597,0.999994565,0.608703773,0.67384424
[152- 246- 274- 317- 333- 352- 358],0.021645041,0.999994565,0.622886392,0.668575523
[152- 246- 274- 317- 333- 352- 358],0.015994236,0.999991847,0.675846726,0.66737128
[47- 63- 94- 162- 166- 173- 290- 351],0.037858185,0.999999109,0.739773428,0.66667746
[119- 184- 280- 336- 360- 371],0.004074666,0.999942631,0.758423321,0.665258408
[18- 52- 220- 228- 354],0.001579713,0.999969546,0.800834301,0.664858208
[25- 47- 92- 134- 223- 255- 330],0.005429222,0.999987069,0.811183779,0.664152242
[152- 246- 274- 317- 333- 352- 358],0.022222766,0.999994565,0.617886411,0.663166972
[152- 246- 274- 317- 333- 352- 358],0.022259277,0.999991847,0.617586804,0.662772342
[8- 82- 108- 328- 369],0.003205032,0.999881164,0.716749068,0.662212148
[27- 43- 129- 181- 256- 375],0.001799354,0.999951552,0.839522761,0.661725928
[152- 246- 274- 317- 333- 352- 358],0.022434231,0.999991847,0.616086722,0.661414085
[1- 21- 64- 182- 204- 248],0.003888704,0.999945911,0.763989538,0.660060772
[152- 246- 274- 317- 333- 352- 358],0.01656453,0.999991847,0.670117546,0.659504118
[152- 246- 274- 317- 333- 352- 358],0.022160925,0.999991847,0.618432671,0.659107175
[33- 35- 205- 258- 325],0.002269365,0.999942216,0.761409521,0.659084619
[152- 246- 274- 317- 333- 352- 358],0.018965282,0.999994565,0.647003488,0.658465496
[1- 55- 165- 247- 253- 314- 394],0.00373821,0.999891028,0.843836725,0.658461006
[152- 246- 274- 317- 333- 352- 358],0.020914942,0.999994565,0.62930155,0.658241258
[152- 246- 274- 317- 333- 352- 358],0.01648534,0.999991847,0.670907131,0.658155225
[152- 246- 274- 317- 333- 352- 358],0.021492438,0.999994565,0.624218213,0.658057033
[152- 246- 274- 317- 333- 352- 358],0.016173089,0.999991847,0.674039127,0.65793088
[56- 157- 205- 260],0.002120654,0.999797197,0.713812193,0.657844245
[152- 246- 274- 317- 333- 352- 358],0.016637688,0.999994565,0.669375607,0.657597374
[152- 246- 274- 317- 333- 352- 358],0.023978369,0.999994565,0.603078658,0.657566327
[129- 191- 313- 330],0.002680126,0.999902968,0.677471008,0.657558781
[152- 246- 274- 317- 333- 352- 358],0.020238264,0.999991847,0.635362256,0.656988358
[22- 87- 175- 363],0.003033927,0.999849922,0.657127525,0.656964231
[152- 246- 274- 317- 333- 352- 358],0.023104133,0.999994565,0.610382112,0.656666398
[55- 83- 91- 171- 379],0.001336956,0.999961372,0.816836834,0.654637644
[140- 174- 201- 330- 370],0.005407189,0.99993983,0.631544458,0.654365386
[152- 246- 274- 317- 333- 352- 358],0.018401848,0.999991847,0.652301162,0.654129759
[152- 246- 274- 317- 333- 352- 358],0.021940295,0.999991847,0.620337037,0.653590043
[45- 95- 109- 164- 275],0.004753778,0.999978013,0.654323668,0.653060111
[152- 246- 274- 317- 333- 352- 358],0.023855474,0.999991847,0.60411138,0.652183298
[152- 246- 274- 317- 333- 352- 358],0.023539855,0.999994565,0.606725099,0.65077605
[152- 246- 274- 317- 333- 352- 358],0.023275525,0.999994565,0.608939543,0.650438125
[152- 246- 274- 317- 333- 352- 358],0.02206669,0.999991847,0.619244895,0.647993967
[152- 246- 274- 317- 333- 352- 358],0.024142924,0.999994565,0.601718923,0.647276145
[152- 246- 274- 317- 333- 352- 358],0.019646949,0.999991847,0.640729303,0.646995124
[152- 246- 274- 317- 333- 352- 358],0.021400886,0.999994565,0.625019495,0.646736835
[152- 246- 274- 317- 333- 352- 358],0.018904982,0.999994565,0.64756515,0.646501306
[103- 294- 330- 358],0.002093775,0.999488771,0.717517251,0.645469174
[152- 246- 274- 317- 333- 352- 358],0.020870371,0.999994565,0.629696783,0.644249463
[55- 86- 139- 188- 264- 285],0.010476098,0.999962683,0.612344191,0.643940212
[126- 160- 173- 184],0.002435143,0.999892627,0.692655544,0.643765583
[8- 25- 107- 157- 293],0.005231523,0.999791158,0.638446709,0.643602351
[15- 39- 51- 186],0.000798803,0.999899136,0.824211225,0.643097747
[152- 246- 274- 317- 333- 352- 358],0.022638826,0.999994565,0.614325722,0.642865571
[152- 246- 274- 317- 333- 352- 358],0.017249105,0.999994565,0.663354858,0.642854568
[152- 246- 274- 317- 333- 352- 358],0.018850764,0.999991847,0.648085109,0.642344751
[152- 246- 274- 317- 333- 352- 358],0.019778899,0.999994565,0.639510554,0.641810314
[28- 152- 246- 274- 317- 333- 352- 358],0.073137549,0.999993193,0.63833291,0.641743599
[165- 204- 214- 234- 296- 330],0.006895595,0.99984486,0.686179284,0.641720859
[152- 246- 274- 317- 333- 352- 358],0.017211092,0.999994565,0.663726034,0.64079185
[152- 246- 274- 317- 333- 352- 358],0.013943255,0.999991847,0.6973458,0.640724802
[152- 246- 274- 317- 333- 352- 358],0.01937568,0.999991847,0.643218481,0.640315429
[152- 246- 274- 317- 333- 352- 358],0.018053163,0.999994565,0.655597296,0.640071374
[20- 181- 246- 304],0.000811557,0.999970072,0.822376679,0.639882665
[152- 246- 274- 317- 333- 352- 358],0.019838778,0.999994565,0.638965251,0.638755759
[152- 246- 274- 317- 333- 352- 358],0.0237707,0.999994565,0.604801327,0.636773495
[152- 246- 274- 317- 333- 352- 358],0.023054359,0.999991847,0.610816238,0.635779041
[152- 246- 274- 317- 333- 352- 358],0.018448496,0.999994565,0.651846501,0.63536238
[152- 246- 274- 317- 333- 352- 358],0.017876061,0.999994565,0.657290905,0.63530672
[8- 67- 211- 378],0.002376734,0.999669728,0.697728798,0.635075781
[152- 246- 274- 317- 333- 352- 358],0.01798152,0.999991847,0.656295585,0.634448448
[21- 55- 265- 357],0.00120536,0.999959497,0.783553911,0.633857843
[41- 96- 110- 174- 235- 248],0.002783238,0.999973672,0.800227022,0.632033623
[152- 246- 274- 317- 333- 352- 358],0.019991175,0.999994565,0.6375811,0.631455822
[152- 246- 274- 317- 333- 352- 358],0.01965922,0.999991847,0.640617117,0.630924193
[152- 246- 274- 317- 333- 352- 358],0.019265049,0.999994565,0.644224448,0.628381394
[152- 246- 274- 317- 333- 352- 358],0.018160191,0.999994565,0.654577834,0.628122856
[90- 198- 274- 305- 354],0.003458056,0.999894615,0.705676014,0.627550729
[152- 246- 274- 317- 333- 352- 358],0.017331886,0.999994565,0.662547948,0.626623474
[152- 246- 274- 317- 333- 352- 358],0.013339281,0.999991847,0.703974272,0.626424762
[152- 246- 274- 317- 333- 352- 358],0.014441048,0.999994565,0.691975661,0.626045311
[152- 246- 274- 317- 333- 352- 358],0.02000037,0.999994565,0.637497757,0.625301184
[152- 246- 274- 317- 333- 352- 358],0.018675806,0.999994565,0.649708034,0.624302911
[38- 55- 61- 78- 90- 229- 283- 391],0.060334749,0.999928049,0.671833842,0.623890184
[152- 246- 274- 317- 333- 352- 358],0.021734295,0.999994565,0.622109616,0.623313865
[4- 51- 67- 177- 181- 327- 341],0.006049514,0.999990793,0.800666066,0.622692581
[152- 246- 274- 317- 333- 352- 358],0.021234232,0.999991847,0.626496671,0.622570647
[11- 17- 159- 161- 220- 234],0.007488436,0.999895531,0.672652124,0.620858228
[18- 48- 64- 159- 170- 181- 211- 260- 301- 326],0.072103205,0.999897492,0.701167553,0.620194947
[152- 246- 274- 317- 333- 352- 358],0.014553122,0.999991847,0.690796793,0.619469545
[152- 246- 274- 317- 333- 352- 358],0.015733221,0.999994565,0.67848875,0.619250411
[152- 246- 274- 317- 333- 352- 358],0.012980077,0.999991847,0.707987775,0.618729673
[152- 246- 274- 317- 333- 352- 358],0.014677864,0.999991847,0.689474265,0.618606467
[98- 254- 360- 391],0.003627203,0.999893055,0.624751544,0.618588757
[152- 246- 274- 317- 333- 352- 358],0.014966335,0.999994565,0.686423066,0.618497222
[152- 246- 274- 317- 333- 352- 358],0.019720227,0.999991847,0.640059855,0.618235486
[152- 246- 274- 317- 333- 352- 358],0.012859436,0.999991847,0.709348173,0.617890038
[152- 246- 274- 317- 333- 352- 358],0.015933193,0.999994565,0.676451791,0.617416731
[152- 246- 274- 317- 333- 352- 358],0.020670745,0.999994565,0.631472158,0.616936339
[152- 246- 274- 317- 333- 352- 358],0.018426755,0.999994565,0.652051722,0.616754575
[152- 246- 274- 317- 333- 352- 358],0.021061229,0.999991847,0.628021489,0.614999162
[93- 103- 136- 239- 370],0.005221538,0.99956889,0.640081827,0.614725129
[152- 246- 274- 317- 333- 352- 358],0.01971718,0.999991847,0.640087672,0.614259719
[152- 246- 274- 317- 333- 352- 358],0.02021929,0.999991847,0.63553325,0.611420863
[152- 246- 274- 317- 333- 352- 358],0.017506755,0.999994565,0.660849729,0.610948697
[152- 246- 274- 317- 333- 352- 358],0.013989134,0.999991847,0.696848219,0.609629426
[9- 62- 176- 327],0.003347196,0.999876642,0.639651888,0.609549418
[9- 18- 138- 225- 317],0.001509891,0.999891811,0.805740168,0.608836058
[152- 246- 274- 317- 333- 352- 358],0.015412241,0.999991847,0.681799768,0.608737199
[152- 246- 274- 317- 333- 352- 358],0.017080776,0.999994565,0.665001632,0.607796557
[33- 51- 109- 229- 336- 348- 390],0.018027639,0.999989232,0.655868695,0.606542653
[9- 82- 94- 270- 324- 345],0.005035013,0.999904096,0.731636776,0.606254422
[152- 246- 274- 317- 333- 352- 358],0.02343485,0.999994565,0.607603288,0.605587937
[41- 68- 126- 156- 281- 353],0.007786241,0.999985447,0.665699887,0.60554285
[50- 118- 142- 219- 369],0.001324913,0.999483174,0.820437327,0.603459012
[152- 246- 274- 317- 333- 352- 358],0.021726344,0.999994565,0.622178746,0.60198852
[20- 176- 363- 378],0.003951359,0.999614907,0.610007638,0.601748904
[14- 24- 55- 87- 88- 343- 359],0.004443858,0.999949281,0.829378964,0.60086983
[152- 246- 274- 317- 333- 352- 358],0.016545499,0.999994565,0.67029295,0.600126454
